1393
1	0.33
2	0.33
3	0.30
4	0.30
5	0.30
6	0.28
7	0.46
8	0.46
9	0.43
10	0.43
11	0.43
12	0.43
13	0.00
14	0.00
15	0.00
16	0.00
17	0.41
18	0.00
19	0.41
20	0.41
21	0.38
22	0.38
23	0.41
24	0.41
25	0.41
26	0.41
27	0.41
28	0.41
29	0.41
30	0.41
31	0.41
32	0.41
33	0.41
34	0.41
35	0.41
36	0.38
37	0.38
38	0.38
39	0.38
40	0.38
41	0.38
42	0.38
43	0.38
44	0.38
45	0.38
46	0.38
47	0.38
48	0.38
49	0.38
50	0.41
51	0.41
52	0.41
53	0.41
54	0.41
55	0.43
56	0.43
57	0.41
58	0.41
59	0.41
60	0.41
61	0.41
62	0.41
63	0.41
64	0.43
65	0.43
66	0.43
67	0.43
68	0.41
69	0.41
70	0.41
71	0.41
72	0.41
73	0.41
74	0.41
75	0.41
76	0.41
77	0.38
78	0.41
79	0.41
80	0.43
81	0.43
82	0.48
83	0.48
84	0.51
85	0.48
86	0.48
87	0.46
88	0.43
89	0.41
90	0.41
91	0.48
92	0.46
93	0.46
94	0.43
95	0.41
96	0.41
97	0.41
98	0.41
99	0.41
100	0.41
101	0.41
102	0.41
103	0.41
104	0.41
105	0.41
106	0.41
107	0.41
108	0.41
109	0.46
110	0.46
111	0.46
112	0.41
113	0.41
114	0.41
115	0.41
116	0.41
117	0.41
118	0.41
119	0.41
120	0.41
121	0.41
122	0.48
123	0.38
124	0.41
125	0.41
126	0.41
127	0.41
128	0.41
129	0.41
130	0.41
131	0.41
132	0.41
133	0.41
134	0.41
135	0.41
136	0.41
137	0.41
138	0.41
139	0.41
140	0.41
141	0.41
142	0.41
143	0.38
144	0.41
145	0.41
146	0.43
147	0.41
148	0.43
149	0.41
150	0.41
151	0.43
152	0.43
153	0.43
154	0.43
155	0.43
156	0.43
157	0.46
158	0.46
159	0.46
160	0.46
161	0.58
162	0.58
163	0.56
164	0.61
165	0.61
166	0.61
167	0.61
168	0.61
169	0.61
170	0.58
171	0.61
172	0.61
173	0.58
174	0.00
175	0.64
176	0.61
177	0.00
178	0.56
179	0.56
180	0.56
181	0.56
182	0.56
183	0.56
184	0.56
185	0.56
186	0.00
187	0.00
188	0.00
189	0.00
190	0.00
191	0.00
192	0.00
193	0.00
194	0.00
195	0.00
196	0.00
197	0.00
198	0.00
199	0.00
200	0.00
201	0.00
202	0.00
203	0.00
204	0.00
205	0.00
206	0.00
207	0.00
208	0.00
209	0.00
210	0.00
211	0.00
212	0.00
213	0.00
214	0.00
215	0.00
216	0.00
217	0.00
218	0.00
219	0.00
220	0.00
221	0.00
222	0.00
223	0.00
224	0.00
225	0.00
226	0.00
227	0.00
228	0.00
229	0.00
230	0.00
231	0.00
232	0.00
233	0.00
234	0.00
235	0.00
236	0.00
237	0.00
238	0.00
239	0.00
240	0.00
241	0.00
242	0.00
243	0.00
244	0.00
245	0.00
246	0.00
247	0.00
248	0.00
249	0.00
250	0.00
251	0.00
252	0.00
253	0.00
254	0.00
255	0.00
256	0.00
257	0.00
258	0.00
259	0.00
260	0.00
261	0.00
262	0.00
263	0.00
264	0.00
265	0.00
266	0.00
267	0.00
268	0.00
269	0.00
270	0.00
271	0.00
272	0.00
273	0.00
274	0.00
275	0.00
276	0.00
277	0.00
278	0.00
279	0.00
280	0.00
281	0.00
282	0.00
283	0.00
284	0.00
285	0.00
286	0.00
287	0.00
288	0.00
289	0.00
290	0.00
291	0.00
292	0.00
293	0.00
294	0.00
295	0.00
296	0.00
297	0.00
298	0.00
299	0.00
300	0.00
301	0.00
302	0.00
303	0.00
304	0.00
305	0.00
306	0.00
307	0.00
308	0.00
309	0.00
310	0.00
311	0.00
312	0.00
313	0.00
314	0.00
315	0.00
316	0.00
317	0.00
318	0.00
319	0.00
320	0.00
321	0.00
322	0.00
323	0.00
324	0.00
325	0.00
326	0.00
327	0.00
328	0.00
329	0.00
330	0.00
331	0.00
332	0.00
333	0.00
334	0.00
335	0.00
336	0.00
337	0.00
338	0.00
339	0.41
340	0.00
341	0.00
342	0.38
343	0.38
344	0.36
345	0.28
346	0.36
347	0.33
348	0.38
349	0.38
350	0.38
351	0.38
352	0.38
353	0.38
354	0.38
355	0.38
356	0.36
357	0.36
358	0.36
359	0.36
360	0.36
361	0.41
362	0.41
363	0.41
364	0.41
365	0.41
366	0.41
367	0.41
368	0.41
369	0.43
370	0.43
371	0.41
372	0.41
373	0.41
374	0.41
375	0.41
376	0.41
377	0.41
378	0.41
379	0.41
380	0.41
381	0.41
382	0.41
383	0.41
384	0.41
385	0.41
386	0.43
387	0.43
388	0.43
389	0.46
390	0.46
391	0.46
392	0.43
393	0.41
394	0.46
395	0.38
396	0.38
397	0.38
398	0.38
399	0.36
400	0.36
401	0.36
402	0.36
403	0.36
404	0.36
405	0.36
406	0.36
407	0.36
408	0.36
409	0.33
410	0.36
411	0.36
412	0.36
413	0.38
414	0.38
415	0.38
416	0.41
417	0.41
418	0.41
419	0.41
420	0.41
421	0.41
422	0.46
423	0.46
424	0.46
425	0.46
426	0.46
427	0.46
428	0.53
429	0.58
430	0.53
431	0.51
432	0.41
433	0.41
434	0.38
435	0.38
436	0.38
437	0.36
438	0.36
439	0.36
440	0.36
441	0.36
442	0.36
443	0.36
444	0.36
445	0.36
446	0.36
447	0.36
448	0.36
449	0.36
450	0.36
451	0.36
452	0.36
453	0.36
454	0.36
455	0.36
456	0.36
457	0.36
458	0.36
459	0.38
460	0.38
461	0.38
462	0.38
463	0.38
464	0.38
465	0.38
466	0.38
467	0.38
468	0.38
469	0.38
470	0.38
471	0.38
472	0.38
473	0.36
474	0.38
475	0.36
476	0.41
477	0.41
478	0.41
479	0.41
480	0.41
481	0.41
482	0.41
483	0.38
484	0.38
485	0.38
486	0.38
487	0.38
488	0.38
489	0.38
490	0.38
491	0.41
492	0.46
493	0.43
494	0.43
495	0.41
496	0.41
497	0.41
498	0.41
499	0.41
500	0.43
501	0.43
502	0.43
503	0.43
504	0.43
505	0.43
506	0.43
507	0.46
508	0.46
509	0.46
510	0.46
511	0.46
512	0.46
513	0.46
514	0.51
515	0.51
516	0.53
517	0.53
518	0.53
519	0.53
520	0.51
521	0.38
522	0.38
523	0.38
524	0.38
525	0.38
526	0.38
527	0.38
528	0.38
529	0.38
530	0.38
531	0.38
532	0.41
533	0.38
534	0.38
535	0.38
536	0.41
537	0.38
538	0.36
539	0.38
540	0.38
541	0.41
542	0.41
543	0.41
544	0.38
545	0.38
