day	modified_temperature
731	-13.49972602739726
732	-11.599452054794522
733	-10.69917808219178
734	-8.098904109589041
735	-11.7986301369863
736	-14.198356164383561
737	-15.49808219178082
738	-15.997808219178081
739	-2.8975342465753426
740	-3.397260273972603
741	-12.996986301369862
742	-25.096712328767126
743	-25.396438356164385
744	-30.096164383561643
745	-28.495890410958904
746	-28.995616438356162
747	-23.595342465753426
748	-19.495068493150683
749	-20.194794520547944
750	-14.894520547945206
751	-12.894246575342466
752	-22.493972602739724
753	-24.593698630136988
754	-27.593424657534246
755	-31.693150684931506
756	-31.092876712328767
757	-27.39260273972603
758	-25.192328767123286
759	-21.99205479452055
760	-22.39178082191781
761	-10.091506849315069
762	-11.391232876712328
763	-9.990958904109588
764	-7.6906849315068495
765	-16.99041095890411
766	-27.49013698630137
767	-23.78986301369863
768	-27.389589041095892
769	-29.48931506849315
770	-26.389041095890413
771	-26.08876712328767
772	-25.18849315068493
773	-34.68821917808219
774	-37.387945205479454
775	-35.08767123287671
776	-31.387397260273975
777	-27.68712328767123
778	-12.186849315068493
779	-6.286575342465754
780	-1.0863013698630137
781	-2.986027397260274
782	-9.685753424657534
783	-14.085479452054795
784	-15.585205479452055
785	-12.084931506849315
786	-3.584657534246575
787	-8.084383561643836
788	-2.5841095890410957
789	-3.283835616438356
790	-7.583561643835616
791	-23.183287671232875
792	-9.783013698630137
793	-3.582739726027397
794	-16.382465753424658
795	-22.182191780821917
796	-14.781917808219179
797	-7.581643835616438
798	-22.3813698630137
799	-27.38109589041096
800	-27.38082191780822
801	-30.48054794520548
802	-33.68027397260274
803	-34.88
804	-31.57972602739726
805	-24.079452054794523
806	-14.67917808219178
807	-9.77890410958904
808	-15.578630136986302
809	-18.878356164383565
810	-19.47808219178082
811	-21.477808219178083
812	-22.17753424657534
813	-18.9772602739726
814	-19.676986301369862
815	-11.976712328767123
816	-21.076438356164385
817	-19.67616438356164
818	-20.075890410958905
819	-19.775616438356163
820	-18.775342465753425
821	-18.675068493150683
822	-21.074794520547947
823	-17.074520547945205
824	-17.674246575342465
825	-22.173972602739724
826	-23.173698630136986
827	-19.373424657534247
828	-18.173150684931507
829	-12.172876712328767
830	-14.172602739726027
831	-12.872328767123287
832	-11.772054794520548
833	-13.371780821917808
834	-12.971506849315068
835	-14.07123287671233
836	-16.87095890410959
837	-17.07068493150685
838	-15.67041095890411
839	-14.37013698630137
